search_term	prefix	rule_name	confidence	all_fields_raw_rows	prior_accepted_rows	non_target_organism_rows	target_organism_rows	clear_noise_rows	current_policy_recommendation	field_strategy_recommendation	example_title
NCPPB[All Fields] AND 2695[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2696[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2697[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2698[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2699[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2699[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2700[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2701[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 273[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 279[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2817[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2819[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2820[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2821[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2822[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2825[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2826[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2827[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2828[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2829[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2831[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2832[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov. NCPPB 2832
NCPPB[All Fields] AND 2834[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2835[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2836[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2837[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2838[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2839[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2840[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2856[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 2856
NCPPB[All Fields] AND 2857[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xcc WHRI 6383 (NCPPB 2857)
NCPPB[All Fields] AND 2859[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2864[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 2864
NCPPB[All Fields] AND 2865[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 2865
NCPPB[All Fields] AND 2866[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 2866
NCPPB[All Fields] AND 2876[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2877[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Xanthomonas campestris pv. cannabis str. NCPPB 2877
NCPPB[All Fields] AND 2879[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2885[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2894[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2896[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2898[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2904[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 290[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2910[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2914[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov., NCPPB 2914
NCPPB[All Fields] AND 2919[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2920[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2921[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2925[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2927[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2928[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2931[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2932[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas campestris pv. daturae
NCPPB[All Fields] AND 2933[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 2933
NCPPB[All Fields] AND 2934[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2935[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2936[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2938[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 293[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2949[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas fragariae
NCPPB[All Fields] AND 2953[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2955[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2959[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2960[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2963[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2965[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2967[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2968[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2969[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2970[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas campestris pv. papavericola
NCPPB[All Fields] AND 2973[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. cassiae NCPPB 2973
NCPPB[All Fields] AND 2977[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2978[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2982[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2983[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas campestris pv. phormiicola
NCPPB[All Fields] AND 2985[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Xanthomonas hortorum pv. pelargonii CFBP 2533
NCPPB[All Fields] AND 2987[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 2997[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas axonopodis pv. cyamopsidis NCPPB 2997
NCPPB[All Fields] AND 2998[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas axonopodis pv. cyamopsidis NCPPB 2998
NCPPB[All Fields] AND 3002[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas oryzae pv. oryzae
NCPPB[All Fields] AND 3003[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3005[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas marantae Zagatto & Pereira 1963
NCPPB[All Fields] AND 301[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas phaseoli pv. phaseoli
NCPPB[All Fields] AND 3020[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3022[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3024[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3026[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3027[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3028[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas fragariae
NCPPB[All Fields] AND 302[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3040[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3041[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3058[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 305[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3060[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3061[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3061[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3062[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3066[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3078[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3079[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas campestris pv. paulliniae
NCPPB[All Fields] AND 3082[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3086[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995 NCPPB 3086
NCPPB[All Fields] AND 3092[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3110[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3114[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas campestris pv. merremiae
NCPPB[All Fields] AND 3119[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3125[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3135[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3136[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3140[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3155[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3156[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 315[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3161[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3162[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas citri
NCPPB[All Fields] AND 3168[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3169[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3170[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3172[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3173[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3174[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3174
NCPPB[All Fields] AND 3176[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3177[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3178[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3182[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3187[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3191[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3192[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3194[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3200[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3200
NCPPB[All Fields] AND 3204[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas axonopodis pv. cyamopsidis NCPPB 3204
NCPPB[All Fields] AND 3207[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3212[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3215[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3218[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3218
NCPPB[All Fields] AND 3229[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3230[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3231[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3232[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3233[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3234[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3235[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3236[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3237[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3240[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3241[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3242[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3245[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3290[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3291[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3292[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3301[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3303[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3304[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3311[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3312[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3313[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3314[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3315[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3329[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3330[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3361[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3363[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3380[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3381[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3382[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3426[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
